,content,label
1528, am penguin hear me squeak bird speaks out from inside seaworld antarctica ,0
1529, whiteness history month stirs up controversy at oregon college,0
1530,while most small towns languish some flourish,0
1531,here what made rex big knife like teeth so strong,0
1532,drunk driver honored,1
1533,don nobody wanna hear area man run his mouth,1
1534,young girls creeped out by older scientists constantly trying to lure them into stem,1
1535,abc reannounces cancellation of mr sunshine just to destroy matthew perry little more,1
1536,viewing ads on website sole way in which man contributing to economy,1
1537,27 year old regrets funky cold medina tattoo,1
1538,this is how to locate lost life insurance policies,0
1539,science strikes back the power of data in the face of alternative facts ,0
1540,and the top markets for renting to millennials are ,0
1541,the undocu care van heads to sacramento,0
1542,turnout lower than expected for gala central african awards,1
1543,this dog in brazil probably plays soccer way better than you,0
1544,matt damon mans warner brothers booth at college campus career day,1
1545,sophie larios gps guide for solid night sleep,0
1546,tsa agents to now simply stand at checkpoints and remind passengers that we all die someday,1
1547,this is the worst commercial ever created,0
1548,sex scandal sinks klemke reelection bid,1
1549,why sex that consensual can still be bad and why we re not talking about it ,0
1550,disgusting gyro meat magically turns delicious after midnight,1
1551,young frenchman identified as possible bomber in attack on bataclan concert hall,0
1552,man has adorable conversation with dozens of baby goats,0
1553,is your privacy being violated an exclusive hidden camera investigation,1
1554,scout returns with news of quicker checkout line to the east,1
1555,new airport security rules could mean short interviews with passengers,0
1556,too big to eat,0
1557,souter hopes roberts is into birds,1
1558,freed taliban prisoner thought trump presidency couldn be real,0
1559,race relations forgetting ferguson remembering 1967 contemplating the future,0
1560,flu vaccine recalled due to defective government tracking microchips,1
1561,false ballistic missile alert sends hawaii into complete panic ,0
1562,the buttermilk biscuit recipes you want and need,0
1563,on the job sexual harassment three women tell their sizzling hot tales,1
1564,marriage confession our 50 shades are more frayed than grey,0
1565,kavanaugh says it super embarrassing and sad that christine blasey ford still in love with him,1
1566,new poll finds americans view death of close relative more favorably than congress,1
1567,researchers observe chimpanzees using pro tools,1
1568,world rejoices as grumpy cat and her shitty attitude dead forever,1
1569,zoo hosts contest to name baby of pregnant gift shop worker,1
1570,wilbur ross shakes self awake after briefly dying during cabinet meeting,1
1571,the warped environmentalism of america biggest industrial meat producer,0
1572, roseanne spinoff showrunner hopes big puddle of blood in kitchen enough to explain main character disappearance,1
1573,high school breathes sigh of relief as difficult teacher ages out of education system,1
1574,how nick jonas queer baiting is really paying off,0
1575,delirious koala hasn slept for 72 straight minutes,1
1576,giuliani says kim jong un begged like has been politician turned hack attorney trying to get job at the white house,1
1577,paranoid chinese government erases all evidence of country existence from internet,1
1578,jemele hill honored as nabj journalist of the year,0
1579,exxonmobil ceo depressed after realizing earth could end before they finish extracting all the oil,1
1580,josh smith responds to people who think he greedy ,0
1581,aides gently tell trump he can bring all his gold lion statues on airplane,1
1582,huffpost rise what you need to know on april 21,0
1583,winning argument with aging parents less satisfying than it once was,1
1584,latinos sound off on the worst of the second presidential debate,0
1585,survival myths that could actually kill you,0
1586,strong earthquake hits western argentina,0
1587,kanye wishes the kardashians reality show was shot like kubrick,0
1588,dinner party conducting full scale investigation to determine if tip was included,1
1589,sonny bono foundation prevents at risk youths from skiing into trees,1
1590,nasa announces plans to place giant pair of shades on sun,1
1591,wednesday morning email latest missile launch from north korea appears to put entire continental s in range,0
1592, 80 000 wedding beautiful,1
1593,president trump judicial nominees drive samantha bee to drink,0
1594,mike pence claims there was no contact between russia and trump during the campaign,0
1595,evolutionary biologist discovers common human ancestor at cousin wedding,1
1596,college costs are america cruel graduation gift,0
1597,news anchor wonders where all these great stories come from,1
1598,frito lay contest offers consumers chance to appear in upcoming bag of sunchips,1
1599,new homeowner suddenly fascinated by molding,1
1600,radicals extremists vie for control of iran,1
1601,nature films do they glamorize molting ,1
1602,michael jordan accidentally packaged in plastic,1
1603,trump deploys national guard to press conference for standing ovation,1
1604,5 scientific reasons you should go on vacation,0
1605,andrew lincoln and his cue cards are back in love actually reunion teaser,0
1606,rubio mysterious credit card data revealed,0
1607,10 ways kids changed me forever,0
1608,report finds more americans putting off children until companies are ready,1
1609,frugal couple saves money by making own porn,1
1610,saddam enrages bush with full compliance,1
1611,apartment listing sweetens the pot with offer to sell current tenant 9 year old furniture,1
1612,i refuse to put your teen on diet,0
1613,assistant uses cake to smuggle cake decorating set to martha stewart,1
1614,take yourself to work every day ,0
1615,making your post breakup masterpiece one location permit at time,0
1616,obama requests 3 7 billion to deal with border crisis,0
1617,24 feminist school supplies for empowered girls,0
1618,man craving some kind of human connection that would let him know he not alone in this world sliders,1
1619,2012 marvel handbook casually reveals peter parker uncircumcised,1
1620,report economy must be doing pretty well if entire season of bones online for free,1
1621,prince george really doesn want to leave australia,0
1622,report rich suitors able to correctly guess beautiful woman dress size 92 of time,1
1623,bad policy threatens promise of expanded use of police body cameras,0
1624,4 year old idea of barbie ken marriage involves lots of head collisions,1
1625,podiatrist jerk,1
1626,fiona apple classic criminal video just got lesbian makeover,0
1627,we waited 36 years to get married and the judge made all the difference,0
1628,statue of liberty corporation to shut down all but new york flagship statue,1
1629,newly deployed soldier has dreamed of fighting in afghan war since he was little kid,1
1630,security video pokes holes in robber threat to shoot store workers,0
1631,why hosting party for complete strangers may be the best thing you ever do,0
1632,just how lumbersexual is your home ,0
1633,france to ban cell phones in lower grades,0
1634,entertainment weekly wins excellence in caption pun award,1
1635,adam rippon is allowing america to love really gay athlete,0
1636,teen shot and killed months after he spoke out against gun violence,0
1637,stripper failing school she working self through,1
1638,new game of thrones trailer provides sneak peek at show climactic all cast dance number,1
1639,no drake and serena williams are still not engaged,0
1640,nation clinging desperately to brief inspirational moment before being thrust back into raging election maelstrom,1
1641,the view from brexit britain america still has the chance to repudiate hatred,0
1642,a toe in the arctic ocean canada northwest territories on the looney front part 2,0
1643,man running toward departing train must have finally realized he loves her,1
1644,food purchased as souvenir tragically revealed to be available back home,1
1645,china vows to begin aggressively falsifying air pollution numbers,1
1646,graphic photos from the gaza strip show utter destruction and death,0
1647,republicans outraged over redtube censoring of conservative voices,1
1648,a long overdue letter to donald trump,0
1649,bush dies peacefully in his sleep,1
1650,nelson mandela evidently thinks world journalists have nothing better to do than wait around like idiots,1
1651,mom shows there no one way to feed baby with gorgeous photo,0
1652,donald trump signs spending bill averting government shutdown,0
1653,new hampshire legislature passes bill naming fentanyl state opiate,1
1654,two faced house guest who didn need anything suddenly wants glass of water,1
1655,prog noir and beyond conversations with tony levin cactus carmine appice jim mccarty and jake shimabukuro,0
1656,study 90 of bike accidents preventable by buying car like normal person,1
1657,couple reunited with wedding ring lost in hawaii thanks to gps coordinates,0
1658,oscar countdown 2002 begins,1
1659,ben jerry releases cake my day as its newest flavor,0
1660, game of thrones season 3 opens with every character getting fingered while discussing arrival of winter,1
1661,tony blair under attack again,0
1662,people are losing their minds over big mac covered in molten copper,0
1663,comic book fans adamant that human torch be played by actor whose body actually engulfed in flames,1
1664,embarrassed george lucas still just telling new wife he works in digital media,1
1665,stop telling me am ruining my kids,0
1666,lifeguard hoping to make up for last summer,1
1667,abc camera immediately cuts away after showing harvey weinstein sitting at oscars,1
1668,our smog standards are in jeopardy under trump and we need to fight back,0
1669,city councilman from future warns against building 12th avenue rec center,1
1670,detroit tourism board hidden detroit campaign results in 24 deaths,1
1671,man always three ingredients away from making pancakes,1
1672,homesick trump stays up all night on phone with automated mar lago reservations line,1
1673,world unites in desire to have little more time between terrorist attacks,1
1674,dripping wet 7 year old gets on hotel elevator,1
1675,hungover energy secretary wakes up next to solar panel,1
1676,the glory days iv,0
1677,indiana jones leads cops on 100 mph chase,0
1678,emails s government facilitated lng business deals before terminals got required federal permits,0
1679,the 5 types of parents we all love to hate sometimes,0
1680,macarthur genius grant goes right up recipient nose,1
1681,8 arrested as police tear down protest camp in minneapolis,0
1682,after irma tim duncan pens emotional plea don forget the s virgin islands,0
1683,caller enters remote backwaters of 1 800 automated messaging system,1
1684,kickstarter aims to give book on black boy joy to public schools,0
1685,sleazy health insurance covers any doctor visit they can watch,1
1686,trump lawyers anxious 4 731st shoe will drop,1
1687,private prison companies will still lock up immigrants despite doj decision,0
1688,road rage video shows driver crushing veteran motorcycle with his car,0
1689,man anxiety not about to let depression muscle in on turf,1
1690,15 convenient last minute gifts you can snag at the drugstore,0
1691,the one phrase we should stop using,0
1692,2 hour meeting spent thinking up hashtag absolutely nobody on planet earth will ever use,1
1693,the warwick rowers calendar apparently deemed gay propaganda in russia,0
1694,pro life demonstrator clearly using image of subway chicken enchilada melt on anti abortion poster,1
1695,where is bana mystery surrounds shutdown of syrian girl twitter account,0
1696,jim morrison foundation awards 50 000 grant to little shit who thinks he a poet,1
1697,how to be ridiculously in charge of your life,0
1698,10 days that shook the regressive world,0
1699,the kind of risks that are really worth taking,0
1700,tv is finally catching up with real single women,0
1701,homeland security criticized for allowing known killer to stay in country,1
1702,everyone on campus afraid of that one bar,1
1703,mitch mcconnell feeling emasculated by wife who makes more illicit money than him,1
1704,painting of jesus totally knows area man is high,1
1705,bush torture defender suggests obama should be impeached over bergdahl,0
1706,eating entire box of donuts not originally part of evening plan,1
1707,needle exchange program attracting druggies ,1
1708,jefferson starship memorial reopens on national mall,1
1709,air wick introduces new piss scented bathroom diffuser,1
1710,restaurant patrons rapidly losing faith parents going to do something about 4 year old,1
1711,welcome to myanmar empty capital city president obama ,0
1712,rain told to go away in 1986 returns,1
1713,kavanaugh sobering up after 35 year bender shocked to find out he supreme court nominee,1
1714,netanyahu playing us for fools,0
1715,trump steel aluminum tariffs exempt canada mexico,0
1716,thousands of onion social users burn effigies of ceo in massive show of support for company,1
1717,the bitcoin crisis explained and 5 reasons it can be killed,0
1718,sushi donuts are here so prepare yourselves,0
1719,bill cosby attacks disrespectful behavior skyrocketing crime rate among elderly black male comedians,1
1720,couple forgets 70th wedding anniversary,1
1721,the case for holistic education in the wake of charlottesville violence,0
1722,rockin party dude strongly recommends additional drinking,1
1723,the rules choose to live by,0
1724,7 totally reasonable ways to handle your divorce according to hollywood,0
1725,heroic pickles holding lid shut from inside,1
1726,london mayor to eu citizens you are very welcome here ,0
1727,rising star john kerry stirring speech paves way for 2016 presidential run,1
1728,what happened to america first muslims ,0
1729,maintaining world class integrity in nonprofit boardroom guides for action,0
1730,newt gingrich thinks nepotism laws shouldn apply to trump administration,0
1731, it the heart of mississippi meet the people of oxford,0
1732,elite congressman trained to kill legislation in 24 different ways,1
1733,kellyanne conway won say whether she will report to john kelly,0
1734,obama could end the slaughter in yemen within hours,0
1735,study finds not acting like total fucking moron most attractive quality in potential mate,1
1736,ironic kitsch appreciation subculture excited about new britney spears novel,1
1737,jeff goldblum says he was almost the voice of apple,0
1738,shaun white called out by accuser lawyer for minimizing sexual harassment,0
1739,unesco weighs in on debate over where jesus was baptized,0
1740,the sixth season of downton abbey will reportedly be its last,0
1741,cockatiel can take punch,1
1742,chuck norris fighting for everyone who can fight back,1
1743,u backed syrian rebels launch operation against isis in raqqa,0
1744,congress debates coolness of rush,1
1745,desperate obama just wants to know who to give weapons to in order to stop isis,1
1746,unemployed sibling makes last push for group mother day gift,1
1747,couple always like this,1
1748,the spirit that drove us to civil war is back,0
1749,46 year old spinster dies surrounded by cats,1
1750,facebook algorithm mortified it has to deliver up so much embarrassing news about own company,1
1751,preventing madmen from getting their hands on nuclear material,0
1752,rod stewart mistaken for elderly aunt,1
1753,soda taxes create complicated rules,0
1754,why it is important to help children in need,0
1755,trump whole approach to health care boiled down to one tweet,0
1756,what brexit can mean for travelers in the near future,0
1757,death of c man in security guard custody ruled homicide,0
1758,how far will an uber driver go to get five stars from you ,0
1759,tom clancy really happy with how latest video game with his name on it came out,1
1760, nothing ordinary about multinational chain of pepsico owned mexican themed fast food outlets,1
1761,watch live cast of girls dishes about new season,0
1762,t calls for boycott of restaurant after off duty cop allegedly assaults 3 black women,0
1763,3 key nutrients for better brainpower,0
1764,man regrets wasting money on college after failing to secure perfect dream life by 24,1
1765,las vegas sands pays 9 million to end sec probe into china macau,0
1766,the revolution at colonial williamsburg,0
1767,seasonal depression to take over for chronic depression for few months,1
1768, look forward to ending my life says assisted suicide advocate before being shot out of cannon at brick wall,1
1769,paul ryan awaiting soulcycle instructor approval before accepting speaker role,1
1770,donald trump says hollywood pulled the race card with criticism at oscars,0
1771,impoverished child in third world dreams about one day leaving light on for no reason,1
1772,corporation wants media company making branded entertainment to just have fun with it,1
1773,tuesday morning email rnc returns to roy moore campaign despite sexual misconduct claims,0
1774,parkland survivors call out media for ignoring gun violence in black communities,0
1775,bernie sanders blocks obama nominee to lead fda,0
1776,chris martin says he and gwyneth paltrow are very close ,0
1777,1 800 eat shit finally publishes decades of reckless driving data,1
1778,things my dad never did,0
1779,9 things you re doing that drive your doctor crazy,0
1780,rwandan refugees angered over lack of aol access,1
1781,7 tips for surviving the holidays when kids or grandkids are sick,0
1782, game of thrones star reveals tormund love for brienne extends off screen,0
1783,fatal spaz attack claims life of area spaz,1
1784,disney new frozen plane makes it harder than ever to let it go ,0
1785,gop announces plan to go after obamacare,1
1786,breaking we re doing bad job,1
1787,here what cops and their supporters are saying about the sandra bland arrest video,0
1788,it not just muslim ban it much worse,0
1789,1998 powerball winner returns to food service job,1
1790,the tim kaine know,0
1791,spouse under fire for telling anecdote wrong,1
1792,flustered mathematician unable to recommend good number,1
1793,much criticized media vows to return to softball tactics,1
1794,oat farmer seriously thinking about getting into barley,1
1795,family of congressman glad he finally found outlet for his racism,1
1796,cooking off the cuff italian rice and sausage let not call it risotto ,0
1797,report male hair loss 7 times more painful than childbirth,1
1798,mother still yammering away under her tombstone,1
1799,this horror movie trailer is spooky way to announce pregnancy,0
1800,notre dame stung by the hunting ground is under s investigation for sexual harassment cases,0
1801,gunmen in eqypt mosque attack carried isis flag prosecutor says,0
1802,area new york times 98 percent unread,1
1803,amazon temp workers who deliver the holidays are getting squeezed,0
1804,wikipedia users surprised nobody made page for john lennon yet,1
1805,40 tweets that sum up life with 4 year olds,0
1806,fruit of islam cause man to soil fruit of looms,1
1807,the s can afford to continue the death penalty,0
1808,new film takes an honest look at life with transgender parent,0
1809,drake collaborates with sotheby on black art exhibit,0
1810,spectacular video lets you fly around ceres,0
1811,how to age in the era of erectile dysfunction ,0
1812,area man demands more starches,1
1813,stunning health benefits of cotton candy proposed,0
1814,king ralph fails to become hip retro reference,1
1815,labor unions blamed for derailing campaign transparency efforts,0
1816,why cutback in oil production is sorely needed,0
1817,house haunted by elks club members,1
1818,keeping jobs in the united states start leading by example,0
1819,two dead in kind of brutal slaying,1
1820,nra visits colorado police evidence room to check up on rifle used in planned parenthood shooting,1
1821,child assured most monsters do not exist,1
1822,los angeles now 70 percent overpasses,1
1823,new lion tamer shocked by vast amount of paperwork,1
1824,4 super easy ways to keep cyber criminals out of your life,0
1825,no one notices area man marginal attempts to change,1
1826,fox news anchor stands up for cnn and defines fake news ,0
1827, diary of anne frank found in attic,1
1828,perfect gentleman does not assault drunk woman,1
1829,hawaii moves to ban gay conversion therapy for minors,0
1830,innovative bottom up solutions to tackle urban poverty,0
1831,world wildlife fund now just trying to get few nice photos of every species for posterity,1
1832,hand drum after hand drum emerges from vw bus,1
1833,barr releases catatonic mueller after removing all sensitive material from special counsel brain,1
1834,app knows it gone next time man needs space for photos,1
1835,on alan turing me and my son,0
1836,cnn panelists warn north korea situation way too complex for them to discuss intelligently,1
1837,new prescription fish tank eliminates need for glasses while looking at fish,1
1838,solve your problems by not trying to solve them,0
1839,the hilarious hipster classifieds you ll probably never see online,0
1840,pool noodle has another season in her,1
1841,giuliani let just start everything over ,1
1842,thing in cave not finished with eric yet,1
1843,12 year old camper excited to meet girls who will torture her for rest of summer,1
1844,grandparents cabinets contain brand of cookies previously unknown to humankind,1
1845,laid off website designer designs website about being laid off,1
1846,why being killed by lightsaber would be so much worse in real life,0
1847,chrysler names 83 lebaron ceo,1
1848,wild rutting animals pour onto prom dance floor,1
1849,a christmas message to vice president mike pence,0
1850,one of trump accusers is bringing train car full of people to the women march,0
1851,you re tackling your to do list all wrong here how to get it right,0
1852,john legend sends personal message to manchester victim family,0
1853,dvd tries to pass off language options scene selection as special features,1
1854,romantic gesture too expensive to waste on current girlfriend,1
1855, as you can see they are quite harmless says uber representative guiding detective through warehouse of sleeping autonomous cars,1
1856,this first time area man hearing about daughter dating george zimmerman,1
1857,6 things millennials should do before buying house,0
1858,report al qaeda may be developing dirty soldier ,1
1859,startling report finds evidence democrats may have attempted to influence 2016 election,1
1860,gop promises americans will be able to keep current medical conditions if obamacare repealed,1
1861,nicky romero ultra evolution,0
1862,new triple dinosaur park opens in nevada,1
1863,that drone skirmish with china it was over before donald trump first mean tweet ,0
1864,top entrepreneurial business lessons ve learned,0
1865,scalia thomas roberts alito suddenly realize they will be villains in oscar winning movie one day,1
1866,self defense instructor simulates attacker right down to erection,1
1867,great barrier reef experiences its worst coral die off,0
1868,god shuts down andromeda galaxy,1
1869,dog keeps iceland awake all night,1
1870,what happened to my son memory ,0
1871,frustrated man can believe he can still hear construction worker hammering his wife at this hour,1
1872,corn lobby tightens the screws,1
1873,area man asked to shoot janice an mail,1
1874,patagonia introduces new high performance jacket specially designed to protect wearer on walk between front door and car,1
1875,what should do if an employee is liar ,0
1876,michelle obama admits barack had way too much sperm to make natural conception possible,1
1877,earth day project collecting 1 million different sounds from our beautiful bustling planet,0
1878,why can you sleep the 8 top reasons for insomnia,0
1879,art student nudes obviously drawn from hustler,1
1880,area man totally blows his chance to see exodus gods and kings in theaters,1
1881,ball park franks introduces new foot wide hotdogs,1
1882,mayonnaise black forest ham to share top billing in upcoming sandwich,1
1883,jim morrison stares creepily out of apartment window,1
1884,12 ways to make your divorce as expensive as possible,0
1885,man trapped under boulder braces for possible good morning america interview,1
1886,business owned women outnumber women owned businesses,1
1887,extensive coral reef found hidden at the mouth of the amazon river,0
1888,15 pieces of advice for teens headed to college from parents,0
1889,diet candy aftertaste experienced 12 years later,1
1890,5 ways to get more out of your classes this fall,0
1891,a poem wrote after my parents told me m on the autism spectrum,0
1892,starlet viewer age difference quickly calculated,1
1893,new york post lobs gop endorsement to donald trump because _ ツ _ ,0
1894,blackberry still exists and it doing alright,0
1895,kevin hart humors woman who thinks he chris rock,0
1896,donald trump arrogance is outdated in corporate america,0
1897,budget woes force heaven to reduce eternal life to 500 billion years,1
1898,letter of recommendation clearly written under duress,1
1899,posthumously recorded bob dylan album receives rave reviews,1
1900,mtv movie awards snubs director jonas mekas yet again,1
1901,vatican unveils new rosary for windows,1
1902,8 chic winter looks for pregnant gals,0
1903,mac new troll dolls collection is equal parts neon and nostalgia,0
1904,picture of lemur printed for no goddamned reason,1
1905,mayor hits on crazy idea of developing city waterfront green spaces,1
1906,apple fans demand other products they can feel directly against skin at all times,1
1907,why stakes is too high to bother with white tears,0
1908,cbs to retain les moonves services in smaller sexual predator at large role,1
1909, it a privilege to have worked with such talented people says coworker getting the fuck out of there,1
1910,man wishes there was some sort of sign he could put on his house to let visitors know he has gone fishing,1
1911,bad to the bone to be used in film,1
1912,human feet originally used for walking anthropologists report,1
1913,the beautiful parenting moment behind the obamaandkids hashtag,0
1914,dvd player in tesla raises questions in autopilot death,0
1915,ariel winter slayed prom with this disney princess moment,0
1916,fumbling inarticulate obituary writer somehow losing debate to christopher hitchens,1
1917,chuckling cops attempt to imitate sound of man being hit by taxi,1
1918,democrats agree to reopen government without protections for dreamers,0
1919,temporary worker permanently scarred,1
1920,nra calls for teachers to keep loaded gun pointed at class for entire school day,1
1921,toddler chokes to death on plastic taiwanese made toy,1
1922,why voted for roy moore twice,0
1923,china slaughters population to control flu outbreak,1
1924,restaurant bartender leaves single beer out to remember fallen soldier,0
1925,exhausted olympians wake up early to repeat opening ceremony for american time zones,1
1926,tesla difficult month just got little worse,0
1927,compromising company values for advertising revenue referred to as partnering ,1
1928,salvation army clothing drop off choked with stirrup pants,1
1929,the rudest thing you can do on first date,0
1930,in 1991 film shell oil issued stark warning about climate change risks,0
1931,calcutta fire marshal many indian homes lack bride extinguisher,1
1932,website on disabilities act that tripped up betsy devos disappears,0
1933,trump in oval office signs first executive order on obamacare,0
1934,the first trailer for snowden starring joseph gordon levitt is practically résumé,0
1935,area smoker one of america top phlegm producers,1
1936,classmates take field trip to girl adoption ceremony shower her with love,0
1937,being comfortable with fear,0
1938,npr new format to feature soft spoken white guys,1
1939,this 249 razor is made of sapphire is it worth the crazy price ,0
1940,bounced joe biden check still taped up in delaware liquor store,1
1941,ex aide to gabrielle giffords faces recount in house race,0
1942,why moms demand action will participate in day without woman,0
1943,study how long you wait to see doctor is linked to race employment,0
1944,a selfless chef won reality game show and used the prize money to feed his community ,0
1945,waking dreaming being,0
1946,trump hacks through thick central american jungle in search of entirely new ethnic group to demonize,1
1947,cnn chief jeff zucker defends hiring ex trump campaign manager corey lewandowski,0
1948,this cfl player takes unsportsmanlike conduct to another level,0
1949,pfizer breaks psychological need to always seek fda approval,1
1950,man convicted of killing his first family pleads guilty to slaying his second,0
1951,report grandpa just walks like that now,1
1952,jen aniston refuses to inject sh into her face,0
1953,california lawmakers want uc davis chancellor to resign,0
1954,reporter hailed patriot for defying white house by live streaming press briefing,0
1955,family respects grandmother wishes to have open bloused funeral,1
1956,historical archives one may now toil from home,1
1957,black folks let talk about homophobia,0
1958,harvey unprecedented rainfall and flooding are only getting worse ,0
1959,my kid doesn need permission to walk out,0
1960,al qaeda chatter deteriorates into gossip,1
1961,milo ventimiglia tries to defend crock pot on ellen ,0
1962,new surveys grown ups love social media and cyberbullying top concern for parents,0
1963,trump and america big black eye,0
1964,mtv scream trailer features severed head in hot tub,0
1965,crestfallen unite the right organizer eats swastika cake alone after no one shows up to his rally,1
1966,ballet hispánico is giving latino artists voice they deserve,0
1967,las vegas review journal removes questions about newspaper new mystery owner,0
1968,olympic drug testing official left horribly disfigured after coming into contact with russian urine,1
1969,happy pride here are barbra streisand and anne hathaway slaying at the ballet ,0
1970,how new york created blueprint for the world to beat mother to baby hiv transmission,0
1971,presidential radio address pledge drive in its final day,1
1972,housing prices spike as tech employee takes stroll through neighborhood,1
1973,kim kardashian just wore her most confusing look yet,0
1974,vast array of lip balm options paralyzes shopper,1
1975,top foreign policy officials go after trump for national security council changes,0
1976,big brothers big sisters honors nbc entertainment jennifer salke with sherry lansing award,0
1977,only way base jumper can get thrill these days is by jumping tandem with endangered species,1
1978,talking on sunshine wx geeks the weather channel new sunday show,0
1979,frank gehry no longer allowed to make sandwiches for grandkids,1
1980,paul lepage wants to bring back the guillotine for drug traffickers,0
1981,friend wondering if you can catch him up on what happened in previous 7 seasons during game of thrones title sequence,1
1982,study proves exactly how gross bathroom hand dryers really are,0
1983,local extension cord blasted for failing to reach outlet,1
1984,5 tv episodes that celebrate hanukkah too,0
1985,senate passes bipartisan resolution preventing themselves from stopping trump,1
1986,working artist has developed thick skin for sound career advice,1
1987,nabisco introduces treme salt assault saltines,1
1988,puerto rico is man made disaster,0
1989,stealth lobbying campaign blamed elizabeth warren for socialist plot she had nothing to do with,0
1990,reddit bans page hosting celebrity nudes,0
1991,jared kushner forced to follow along with ivanka classified documents during meetings,1
1992,wednesday morning email trump to meet with mexico president,0
1993,violence erupts at trump rally after supporters clash with protesting gop leaders,1
1994,politician spots young female aide and so it begins,1
1995,how to create hotel worthy bathroom,0
1996,your guide to the new fall dramas,0
1997,rex tillerson can expect lot of questions about his record on climate change,0
1998,cancer next big thing immunotherapy,0
1999,coworker even dick in his expense reports,1
2000,8 walking dead secrets you didn know according to dead man,0
2001,this bachelorette fight about what engagement means is too real,0
2002,alec baldwin secretes own hair gel,1
2003,a plethora of patio plants,0
2004,diamonds are girl best friend and other feminist truths,0
2005,family figures grandpa never talks about wwii because nothing interesting happened to him,1
2006,local company introduces new take your daughter friend to work day,1
2007,dzhokhar tsarnaev courtside at pacers heat game,1
2008,at least 18 killed in large explosion in syria war monitor says,0
2009,heroic pants enter 19th day of continuous duty,1
2010,report get back to fucking work,1
2011,elizabeth warren to campaign with hillary clinton in ohio,0
2012,word immunity used outside of reality show for first time in five years,1
2013,jerky boys accidentally prank call last remaining fan,1
2014,malaysia arrests north korean man as row over kim jong nam death escalates,0
2015,best most original idea man ever had returns 114 000 google search results,1
2016,laura bush suspects anniversary card penned by speech writer,1
2017, walking dead actor responds to backlash over shocking death,0
2018,australian lawmaker shoots opponents in campaign ad draws ire after orlando,0
2019,laura bush publishes courageous op ed calling for imprisonment of whoever created ice,1
2020,nate silver ages 40 years after accidentally using polling projection model on self,1
2021,the rise of rinpoche,0
2022,spy drone taken out of service after returning with creepy photos of insurgents changing,1
2023,victoria and david beckham celebrate 16th wedding anniversary on instagram,0
2024,paul ryan attempt at being relatable emoji guy backfires,0
2025,coworker with two computer screens not fucking around,1
2026,hillary clinton inspires young girls to form presidential exploratory committees,1
2027,area dad figures he got at least three more months of screwing around before son gains ability to form long term memories,1
2028,report christ someone actually brought their kid to this,1
2029,feminists wearing babies,0
2030,marilyn monroe jfk birthday dress sells for an unbelievable sum,0
2031,autoplaying video executes cunning ambush 45 seconds after opening page,1
2032,god admits he too close to creation to judge whether it any good or not,1
2033,princess nokia reveals she threw soup on racist subway rider in viral video,0
2034,annual 6 sentence conversation with cousin goes smoothly,1
2035,when will the economy start caring about home care work ,0
2036,5 life lessons learned from holding garage sale,0
2037,the parental blame game,0
2038,man wearing sunglasses upside down on back of head still recovering from paul walker death,1
2039,brazil congress set to vote on president rouseff impeachment,0
2040,row of asterisks spices up otherwise ordinary mail,1
2041,terrorist plot foiled after concert security taps woman purse,1
2042,exhausted robert mueller turns off phone to give himself breather from russia probe news over holiday break,1
2043,spring must haves for cool curvy girls,0
2044,bill reilly weighs in on starbucks controversy the cup ok with me ,0
2045,savor the south at one of these summer festivals,0
2046,4 low risk strategies for expanding your professional network,0
2047,tiny dog suffocates in louis vuitton bag,1
2048,minnesota state fair in posters,0
2049,man reserving judgment on best actress nominees until looking at all 5 pictures,1
2050,fans excited as solo trailer sheds light on specifically how it will suck,1
2051,white house talks tough on iran but suggests nuke deal is ok after all,0
2052,report white house exploring new value added tax and carbon tax,0
2053,personals ad takes hardline anti fatties stance,1
2054,scientists reveal the secret key to charisma,0
2055,new pumpkin spice channel to offer fall themed hardcore pornography,1
2056,apple watch success or failure ,0
2057,teenage rebels seize control of food court corner table,1
2058,gym teacher still remembers names of every former pantywaist,1
2059,senate bill aims to lock hackers out of connected cars,0
2060,the first reviews of mockingjay are here,0
2061, the bachelor accused of leveraging his power as reality tv star to lure 30 women to california mansion,1
2062,kourtney kardashian thinks life without keeping up with the kardashians would make her so happy ,0
2063,it time for congress to join the fight against food waste,0
2064,charleston post and courier honors shooting victims with moving cover,0
2065,marvel hints at upcoming death of stan lee,1
2066,walgreens manager certain dead father would have been proud of crest toothpaste display,1
2067,iggy azalea slams lorde nirvana tribute,0
2068,advertising manager working hard to teach son value of an impression,1
2069,saudi arabia officially lifts ban on female monster truck rallies,1
2070,watch bryan cranston malcolm in the middle character morph into walter white,0
2071,taylor swift calls out celebrity culture,0
2072,trump accidentally fires off boring mike pence tweet during vp speech before he can stop himself,1
2073,what it like making terrence malick movie we asked knight of cups star freida pinto,0
2074,aziz ansari slated to be snl first ever south asian host,0
2075,u continues dependence on foreign toil,1
2076,photos capturing string instrument movements are so stunning they look photoshopped,0
2077,indian teen caught playing air sitar,1
2078,eminem horrified upon being informed that faggot actually harmful gay slur,1
2079,embarrassed sony ceo announces new video game system,1
2080,try to keep calm but pop band bts is getting documentary series,0
2081,bitcoin bowl and the disruption of fiat currency,0
2082,superhero never around when mild mannered journalist david brooks is,1
2083,broadway stars give little bit to say thanks this holiday season,0
2084,pantsuit nation is becoming book and not everyone is pleased,0
2085,watch carnivore make vegans sound like meatheads,0
2086,will smith says trump may force him to run for president,0
2087,wild leopard enters school and attacks six people,0
